Age,Balance,NumOfProducts,IsActiveMember,Geography_Germany,Geography_Spain,Gender_Male
43,140121.17,1,0,1.0,0.0,1.0
35,0.0,2,0,0.0,1.0,1.0
29,0.0,2,1,0.0,0.0,0.0
31,56116.3,2,0,1.0,0.0,0.0
44,0.0,2,0,0.0,0.0,1.0
37,138476.41,2,1,1.0,0.0,1.0
48,0.0,2,1,0.0,1.0,1.0
35,0.0,2,1,0.0,0.0,1.0
37,0.0,2,1,0.0,0.0,0.0
44,155114.9,1,0,0.0,0.0,0.0
38,138131.34,1,1,0.0,0.0,1.0
33,0.0,2,0,0.0,0.0,1.0
26,0.0,2,1,0.0,1.0,0.0
19,0.0,2,1,0.0,0.0,1.0
26,0.0,1,0,0.0,0.0,1.0
36,0.0,2,0,0.0,0.0,1.0
41,150463.11,2,1,1.0,0.0,0.0
31,0.0,2,1,0.0,1.0,1.0
44,137148.68,1,0,0.0,0.0,1.0
41,110624.99,1,0,1.0,0.0,0.0
34,170600.78,1,1,0.0,1.0,1.0
24,87413.19,1,0,0.0,0.0,0.0
37,102708.77,1,0,1.0,0.0,1.0
39,0.0,2,1,0.0,1.0,0.0
43,103018.45,1,0,1.0,0.0,1.0
38,119272.29,1,0,0.0,0.0,1.0
39,0.0,2,0,0.0,0.0,0.0
43,106086.42,2,0,0.0,0.0,1.0
31,0.0,2,0,0.0,1.0,0.0
26,105249.76,2,1,1.0,0.0,0.0
30,0.0,2,0,0.0,0.0,1.0
34,0.0,2,0,0.0,0.0,1.0
37,0.0,2,1,0.0,0.0,1.0
36,59893.85,2,0,0.0,1.0,1.0
41,129901.21,1,0,1.0,0.0,1.0
33,0.0,2,1,0.0,0.0,0.0
74,108131.53,1,1,0.0,0.0,1.0
52,170228.59,2,0,0.0,0.0,0.0
23,137060.88,2,1,1.0,0.0,1.0
34,0.0,1,0,0.0,0.0,1.0
40,162261.01,2,0,1.0,0.0,0.0
27,120509.81,1,0,0.0,0.0,1.0
62,0.0,2,1,0.0,0.0,1.0
45,57327.04,1,1,0.0,0.0,0.0
25,111363.1,2,0,1.0,0.0,1.0
32,0.0,2,1,0.0,1.0,1.0
55,132436.34,1,0,0.0,0.0,1.0
38,123081.84,2,1,0.0,1.0,0.0
26,135219.57,1,1,0.0,1.0,0.0
35,110349.82,1,0,0.0,1.0,1.0
41,156067.05,1,1,0.0,0.0,0.0
48,122831.58,1,1,1.0,0.0,1.0
24,92398.08,1,1,1.0,0.0,1.0
35,97560.16,1,1,0.0,0.0,1.0
46,143267.14,2,0,0.0,0.0,1.0
37,0.0,2,0,0.0,1.0,0.0
40,77270.08,2,1,1.0,0.0,0.0
38,0.0,1,0,0.0,0.0,1.0
39,104349.45,1,0,0.0,1.0,1.0
45,0.0,2,1,0.0,0.0,0.0
30,64097.75,1,1,0.0,0.0,1.0
45,123086.39,1,1,1.0,0.0,0.0
42,82228.67,2,0,0.0,0.0,0.0
39,0.0,1,1,0.0,0.0,1.0
42,128707.31,1,0,1.0,0.0,0.0
40,0.0,1,1,0.0,1.0,0.0
25,114330.95,1,1,1.0,0.0,0.0
43,0.0,2,0,0.0,0.0,1.0
38,128578.52,1,1,0.0,1.0,1.0
65,151659.52,2,1,0.0,0.0,0.0
29,78885.88,2,1,1.0,0.0,0.0
54,150005.38,1,0,0.0,0.0,0.0
30,121535.18,1,0,0.0,0.0,1.0
33,141234.98,1,0,0.0,0.0,1.0
31,132876.55,1,1,0.0,1.0,1.0
38,141074.59,1,0,0.0,0.0,1.0
34,0.0,2,0,0.0,0.0,1.0
36,156948.41,1,1,0.0,0.0,0.0
22,67178.19,1,1,0.0,1.0,0.0
33,182888.08,1,0,0.0,0.0,1.0
28,0.0,2,1,0.0,0.0,0.0
51,0.0,2,1,0.0,0.0,1.0
43,0.0,2,0,0.0,1.0,0.0
36,100895.54,1,1,0.0,0.0,1.0
28,0.0,2,0,0.0,0.0,1.0
44,86102.27,1,0,0.0,0.0,1.0
27,141223.68,2,0,0.0,0.0,1.0
67,113978.97,2,1,0.0,0.0,0.0
32,192122.84,1,1,0.0,0.0,0.0
72,98765.84,1,1,0.0,1.0,0.0
52,96196.24,4,0,0.0,1.0,1.0
37,96651.03,1,1,0.0,0.0,1.0
37,0.0,2,1,0.0,0.0,0.0
47,0.0,1,1,0.0,1.0,1.0
31,0.0,2,0,0.0,0.0,1.0
48,0.0,1,1,0.0,1.0,1.0
51,115280.49,2,0,1.0,0.0,0.0
47,62094.71,3,0,0.0,0.0,0.0
43,0.0,2,0,0.0,0.0,0.0
42,0.0,2,0,0.0,1.0,0.0
40,103549.24,1,0,0.0,0.0,0.0
41,0.0,2,1,0.0,0.0,1.0
57,76165.65,1,1,0.0,0.0,1.0
39,94631.26,2,1,0.0,0.0,0.0
37,133968.96,2,0,0.0,0.0,0.0
41,0.0,2,0,0.0,1.0,1.0
35,0.0,2,1,0.0,0.0,1.0
41,0.0,2,1,0.0,0.0,1.0
60,0.0,2,1,0.0,1.0,0.0
38,0.0,2,1,0.0,0.0,1.0
42,98795.61,2,0,0.0,1.0,1.0
60,121730.49,1,1,0.0,0.0,0.0
28,95328.6,1,0,0.0,1.0,0.0
34,120777.88,1,1,0.0,0.0,0.0
33,167733.51,2,1,0.0,0.0,0.0
54,0.0,2,1,0.0,0.0,1.0
44,113063.83,1,0,1.0,0.0,0.0
43,146547.78,1,1,1.0,0.0,0.0
31,123974.96,1,0,0.0,0.0,0.0
36,190479.48,2,0,1.0,0.0,1.0
35,0.0,2,1,0.0,0.0,0.0
69,27288.43,1,1,1.0,0.0,1.0
30,107499.7,1,1,0.0,0.0,0.0
33,132527.9,2,1,1.0,0.0,1.0
29,0.0,2,1,0.0,0.0,1.0
18,160980.03,1,0,0.0,0.0,1.0
74,105102.5,1,1,1.0,0.0,1.0
38,147904.31,1,1,0.0,1.0,1.0
36,0.0,3,1,0.0,1.0,1.0
50,125845.66,1,0,1.0,0.0,1.0
25,0.0,1,1,0.0,0.0,1.0
37,120328.88,2,1,0.0,0.0,0.0
56,137464.04,1,0,1.0,0.0,0.0
41,107511.52,1,1,0.0,1.0,1.0
39,0.0,1,0,0.0,0.0,1.0
31,113836.27,1,1,0.0,1.0,1.0
20,180293.84,2,1,1.0,0.0,1.0
58,0.0,1,1,0.0,0.0,0.0
48,99906.19,1,0,0.0,1.0,0.0
44,152086.15,1,1,1.0,0.0,0.0
28,121164.11,1,1,0.0,0.0,0.0
37,124969.13,1,0,0.0,0.0,1.0
33,181656.51,1,1,1.0,0.0,1.0
26,0.0,2,0,0.0,0.0,0.0
36,0.0,2,1,0.0,0.0,1.0
39,0.0,2,0,0.0,0.0,1.0
40,128486.91,2,0,1.0,0.0,0.0
36,0.0,2,0,0.0,0.0,1.0
52,76101.81,2,1,1.0,0.0,1.0
33,147229.65,1,1,0.0,0.0,0.0
29,60280.62,1,0,0.0,1.0,1.0
30,144684.03,1,1,0.0,0.0,1.0
31,102523.88,1,1,0.0,0.0,0.0
32,144272.07,2,0,1.0,0.0,1.0
28,61274.7,2,0,0.0,1.0,0.0
41,122403.24,1,1,1.0,0.0,1.0
33,124067.32,1,1,1.0,0.0,1.0
45,126674.81,1,0,1.0,0.0,0.0
31,118613.34,1,0,1.0,0.0,0.0
40,0.0,2,0,0.0,0.0,0.0
28,0.0,2,1,0.0,0.0,0.0
39,104614.29,1,0,0.0,0.0,0.0
22,0.0,2,0,0.0,1.0,1.0
31,76798.92,1,0,1.0,0.0,0.0
18,0.0,1,1,0.0,1.0,1.0
26,96659.64,2,1,0.0,1.0,1.0
40,139625.34,1,0,0.0,0.0,0.0
33,0.0,2,1,0.0,1.0,1.0
39,0.0,2,0,0.0,1.0,1.0
35,109342.82,2,1,1.0,0.0,1.0
39,127415.85,1,1,1.0,0.0,1.0
35,136281.41,2,1,1.0,0.0,1.0
47,107604.66,1,1,0.0,1.0,1.0
37,0.0,2,1,0.0,0.0,1.0
41,152532.3,1,0,1.0,0.0,1.0
34,125227.82,2,1,1.0,0.0,0.0
38,123544.21,1,1,0.0,0.0,0.0
37,125190.86,1,1,0.0,0.0,1.0
32,0.0,1,1,0.0,0.0,1.0
33,164284.72,2,1,1.0,0.0,1.0
27,152309.37,1,0,0.0,0.0,0.0
52,93590.47,1,1,0.0,0.0,1.0
39,133214.13,1,1,0.0,1.0,1.0
47,0.0,1,0,0.0,0.0,1.0
28,116755.5,2,1,0.0,0.0,0.0
23,124577.33,1,1,0.0,1.0,1.0
40,118129.87,1,1,0.0,0.0,1.0
30,126663.51,1,1,1.0,0.0,0.0
28,0.0,2,0,0.0,0.0,1.0
77,149083.7,1,1,0.0,1.0,1.0
29,0.0,2,1,0.0,1.0,0.0
26,105099.45,1,1,1.0,0.0,0.0
39,0.0,2,0,0.0,1.0,0.0
39,0.0,1,0,0.0,0.0,0.0
30,129753.69,1,0,1.0,0.0,0.0
38,0.0,2,0,0.0,0.0,1.0
43,0.0,2,1,0.0,0.0,1.0
43,135645.29,2,1,1.0,0.0,1.0
36,82275.35,2,1,0.0,0.0,1.0
35,0.0,2,1,0.0,0.0,1.0
18,0.0,2,1,0.0,0.0,1.0
40,173432.55,1,1,0.0,1.0,0.0
24,126431.54,1,0,0.0,0.0,1.0
22,0.0,2,0,0.0,1.0,1.0
35,117183.74,1,1,0.0,0.0,0.0
44,0.0,1,1,0.0,1.0,0.0
34,0.0,2,0,0.0,0.0,0.0
37,0.0,1,1,0.0,0.0,1.0
48,83287.05,2,1,0.0,1.0,1.0
49,126615.94,2,1,0.0,1.0,0.0
47,105792.49,1,1,0.0,0.0,1.0
34,0.0,2,1,0.0,0.0,1.0
38,0.0,2,1,0.0,0.0,0.0
50,81310.34,1,1,0.0,0.0,1.0
42,0.0,2,0,0.0,1.0,1.0
33,142645.43,1,0,0.0,0.0,1.0
30,168078.83,1,0,1.0,0.0,1.0
32,125321.84,2,1,0.0,0.0,0.0
32,120074.97,2,1,1.0,0.0,0.0
59,126224.87,1,1,0.0,1.0,0.0
43,94752.49,1,0,1.0,0.0,0.0
46,0.0,1,1,0.0,0.0,0.0
19,127649.64,1,1,0.0,0.0,1.0
33,174673.65,2,0,1.0,0.0,1.0
36,129440.3,2,0,0.0,0.0,1.0
40,0.0,3,1,0.0,0.0,1.0
34,86055.17,2,1,1.0,0.0,1.0
31,0.0,1,0,0.0,0.0,1.0
47,0.0,2,1,0.0,1.0,1.0
34,121303.77,2,1,1.0,0.0,1.0
69,0.0,2,1,0.0,0.0,1.0
36,0.0,2,0,0.0,1.0,1.0
46,0.0,2,1,0.0,1.0,0.0
35,136364.46,1,0,0.0,0.0,1.0
43,128760.32,1,0,0.0,0.0,1.0
43,0.0,2,0,0.0,0.0,1.0
37,177069.24,2,1,0.0,0.0,1.0
39,0.0,2,0,0.0,1.0,0.0
38,86977.96,1,1,0.0,0.0,1.0
37,0.0,1,0,0.0,0.0,0.0
27,0.0,2,0,0.0,0.0,1.0
33,128135.99,1,0,1.0,0.0,1.0
62,43772.66,3,0,0.0,0.0,1.0
49,98649.55,1,0,1.0,0.0,1.0
30,135422.31,1,1,0.0,0.0,0.0
38,183102.29,1,1,1.0,0.0,1.0
51,0.0,1,1,0.0,1.0,0.0
55,0.0,1,1,0.0,0.0,0.0
31,102575.04,1,1,0.0,0.0,0.0
44,152509.25,1,1,0.0,0.0,0.0
36,44054.84,1,1,0.0,1.0,0.0
33,0.0,2,1,0.0,1.0,1.0
42,101979.16,1,0,1.0,0.0,0.0
43,125211.92,1,1,0.0,0.0,1.0
36,0.0,1,0,0.0,0.0,0.0
43,148962.76,1,1,1.0,0.0,1.0
34,0.0,1,1,0.0,0.0,0.0
39,0.0,1,0,0.0,1.0,1.0
43,95984.21,1,1,1.0,0.0,0.0
30,92472.1,2,1,0.0,0.0,0.0
44,114203.47,1,1,1.0,0.0,1.0
42,0.0,2,1,0.0,1.0,0.0
43,112499.42,2,0,0.0,0.0,1.0
46,119492.88,2,1,1.0,0.0,0.0
41,126619.27,1,0,0.0,0.0,0.0
37,0.0,2,1,0.0,0.0,0.0
46,127660.46,2,0,0.0,1.0,0.0
58,0.0,1,1,0.0,0.0,1.0
40,96202.32,1,0,1.0,0.0,0.0
35,74988.59,2,1,0.0,0.0,0.0
57,0.0,1,0,0.0,0.0,1.0
51,79811.72,2,1,0.0,1.0,1.0
22,0.0,2,1,0.0,0.0,0.0
52,0.0,2,1,0.0,0.0,1.0
31,52192.08,2,1,0.0,0.0,0.0
43,81076.8,2,1,0.0,0.0,1.0
33,103121.33,2,1,0.0,1.0,0.0
39,129674.89,2,0,0.0,0.0,1.0
59,137648.41,1,0,1.0,0.0,0.0
32,0.0,2,1,0.0,0.0,1.0
29,106059.4,1,0,1.0,0.0,0.0
33,96759.42,1,1,1.0,0.0,1.0
33,132603.36,1,0,1.0,0.0,1.0
45,121874.89,1,0,1.0,0.0,0.0
37,0.0,2,0,0.0,0.0,1.0
33,0.0,2,1,0.0,1.0,1.0
35,90413.12,1,1,0.0,0.0,0.0
55,0.0,2,1,0.0,1.0,1.0
20,137624.4,2,1,0.0,0.0,1.0
29,0.0,2,0,0.0,0.0,0.0
50,109062.28,1,1,1.0,0.0,0.0
55,0.0,1,0,0.0,0.0,1.0
25,104013.79,1,0,1.0,0.0,1.0
34,0.0,1,0,0.0,1.0,0.0
74,161371.5,1,1,1.0,0.0,0.0
73,124730.26,1,1,1.0,0.0,1.0
32,0.0,2,0,0.0,0.0,0.0
26,0.0,2,1,0.0,0.0,0.0
19,125860.2,1,0,1.0,0.0,1.0
43,0.0,1,1,0.0,0.0,0.0
61,0.0,2,1,0.0,0.0,0.0
30,79871.02,2,0,1.0,0.0,0.0
54,172192.49,1,1,1.0,0.0,1.0
30,176173.52,1,0,0.0,0.0,0.0
25,150355.35,2,1,1.0,0.0,0.0
41,154007.21,1,0,1.0,0.0,0.0
40,0.0,1,0,0.0,0.0,0.0
44,83870.33,1,0,0.0,1.0,1.0
35,124151.09,1,0,0.0,0.0,0.0
32,95153.77,1,1,0.0,1.0,0.0
34,0.0,2,1,0.0,0.0,0.0
45,103821.47,2,1,0.0,0.0,0.0
31,112211.61,1,0,0.0,0.0,1.0
46,0.0,1,0,0.0,0.0,0.0
30,0.0,2,1,0.0,0.0,0.0
42,0.0,2,0,0.0,0.0,1.0
45,135827.33,2,1,1.0,0.0,1.0
30,0.0,2,1,0.0,1.0,1.0
34,152806.74,1,0,0.0,1.0,1.0
24,0.0,2,0,0.0,0.0,0.0
34,0.0,1,0,0.0,1.0,1.0
30,153972.89,2,0,0.0,0.0,1.0
32,0.0,2,0,0.0,0.0,0.0
33,135946.26,1,0,0.0,0.0,0.0
41,119782.72,2,0,0.0,1.0,1.0
29,151012.55,2,0,0.0,1.0,1.0
50,76817.0,4,0,0.0,0.0,1.0
42,0.0,1,0,0.0,1.0,0.0
44,128605.32,1,1,1.0,0.0,0.0
26,0.0,2,0,0.0,1.0,1.0
41,0.0,2,1,0.0,0.0,0.0
36,133686.52,1,0,0.0,1.0,0.0
52,0.0,1,1,0.0,1.0,1.0
49,141434.04,1,0,0.0,1.0,0.0
36,115462.02,1,1,1.0,0.0,1.0
37,130922.81,2,0,0.0,1.0,0.0
61,0.0,1,0,0.0,0.0,1.0
61,125921.37,1,1,0.0,1.0,1.0
39,182491.57,1,0,1.0,0.0,0.0
51,0.0,3,0,0.0,0.0,1.0
35,110245.13,1,1,1.0,0.0,1.0
29,0.0,2,0,0.0,1.0,0.0
37,113865.23,2,1,1.0,0.0,0.0
38,0.0,2,1,0.0,1.0,0.0
34,0.0,2,0,0.0,1.0,1.0
31,164003.05,2,1,0.0,0.0,0.0
51,141556.96,1,0,0.0,0.0,1.0
60,0.0,2,1,0.0,0.0,0.0
41,134318.21,2,1,1.0,0.0,1.0
21,121827.43,2,1,1.0,0.0,0.0
50,121399.98,1,1,1.0,0.0,1.0
47,158623.14,1,0,0.0,0.0,1.0
55,109339.17,2,0,1.0,0.0,1.0
44,23503.31,1,1,0.0,0.0,0.0
63,137715.66,1,1,0.0,1.0,0.0
33,112833.35,1,1,0.0,0.0,1.0
33,0.0,2,1,0.0,1.0,1.0
64,128751.65,2,0,1.0,0.0,0.0
43,202443.47,1,0,0.0,0.0,1.0
39,0.0,2,0,0.0,1.0,0.0
63,70655.48,1,0,0.0,0.0,1.0
45,179334.83,2,1,1.0,0.0,1.0
38,0.0,2,0,0.0,0.0,1.0
40,0.0,2,1,0.0,0.0,0.0
44,179356.28,2,0,0.0,1.0,0.0
35,0.0,1,0,0.0,1.0,0.0
48,114169.16,1,0,1.0,0.0,1.0
35,161274.05,2,0,0.0,0.0,1.0
27,128940.24,1,0,0.0,0.0,1.0
36,0.0,1,0,0.0,0.0,1.0
71,83116.68,1,1,0.0,0.0,1.0
25,0.0,2,1,0.0,1.0,1.0
31,0.0,2,0,0.0,0.0,1.0
40,100275.88,1,0,1.0,0.0,1.0
39,0.0,2,1,0.0,1.0,1.0
29,0.0,2,0,0.0,1.0,1.0
30,32197.64,1,1,1.0,0.0,0.0
38,97257.41,2,1,0.0,1.0,0.0
30,111099.79,2,0,0.0,0.0,1.0
37,170057.62,1,1,1.0,0.0,0.0
51,0.0,3,1,0.0,0.0,1.0
35,0.0,2,1,0.0,0.0,1.0
38,115934.74,1,1,0.0,0.0,1.0
38,124976.19,1,0,0.0,0.0,1.0
71,0.0,2,1,0.0,1.0,1.0
33,115130.34,1,0,1.0,0.0,1.0
42,133701.07,2,0,0.0,0.0,1.0
39,0.0,2,1,0.0,0.0,1.0
28,0.0,1,0,0.0,1.0,1.0
37,101438.0,1,0,1.0,0.0,1.0
37,123806.28,1,0,0.0,0.0,0.0
41,146466.46,2,0,0.0,1.0,1.0
33,0.0,2,1,0.0,0.0,0.0
35,127543.11,2,0,1.0,0.0,0.0
35,121520.36,1,0,1.0,0.0,0.0
36,117700.86,1,0,1.0,0.0,0.0
36,127675.39,2,0,1.0,0.0,0.0
41,94521.17,2,0,0.0,1.0,0.0
39,0.0,2,1,0.0,1.0,0.0
34,131736.88,1,1,1.0,0.0,0.0
43,113034.31,1,1,0.0,1.0,1.0
20,121093.29,2,0,1.0,0.0,0.0
32,0.0,2,0,0.0,0.0,1.0
69,115462.44,1,0,0.0,1.0,1.0
31,132084.66,3,1,0.0,0.0,1.0
33,0.0,2,0,0.0,0.0,0.0
45,151421.44,1,1,1.0,0.0,1.0
46,129269.27,1,0,1.0,0.0,1.0
31,150604.52,1,0,1.0,0.0,1.0
36,0.0,2,1,0.0,0.0,0.0
22,114415.84,1,1,0.0,0.0,0.0
25,146566.01,1,1,1.0,0.0,0.0
41,87541.06,2,1,1.0,0.0,0.0
43,133237.21,1,0,0.0,0.0,1.0
33,0.0,1,0,0.0,0.0,0.0
30,0.0,2,1,0.0,0.0,0.0
54,133656.91,3,0,1.0,0.0,0.0
75,0.0,2,1,0.0,1.0,0.0
44,161889.79,1,0,0.0,0.0,1.0
71,183135.39,2,1,0.0,0.0,1.0
44,0.0,2,1,0.0,0.0,0.0
32,0.0,2,0,0.0,1.0,0.0
33,83501.66,2,0,1.0,0.0,1.0
35,0.0,2,1,0.0,0.0,0.0
42,0.0,2,0,0.0,0.0,1.0
50,121498.11,2,1,1.0,0.0,0.0
33,144753.21,1,1,1.0,0.0,0.0
30,112543.42,1,1,0.0,0.0,0.0
33,0.0,2,0,0.0,0.0,0.0
38,65962.63,1,1,0.0,0.0,1.0
32,0.0,2,1,0.0,0.0,1.0
25,182876.88,2,1,0.0,1.0,1.0
40,0.0,2,1,0.0,1.0,1.0
29,0.0,2,0,0.0,1.0,1.0
36,126477.42,1,0,0.0,0.0,1.0
49,116933.11,1,0,1.0,0.0,1.0
40,113348.14,1,0,0.0,0.0,1.0
24,122109.78,1,1,0.0,1.0,1.0
55,118793.6,1,1,0.0,0.0,1.0
41,0.0,2,0,0.0,0.0,1.0
43,0.0,1,1,0.0,0.0,0.0
34,165312.27,1,0,0.0,0.0,1.0
40,129860.37,1,0,0.0,0.0,0.0
46,170826.55,2,0,1.0,0.0,1.0
81,0.0,2,1,0.0,0.0,0.0
33,191523.09,1,1,0.0,0.0,1.0
32,144705.87,2,0,0.0,0.0,0.0
26,108348.66,1,0,1.0,0.0,0.0
40,160818.08,1,1,0.0,0.0,1.0
42,145988.65,2,1,0.0,0.0,0.0
61,66250.71,1,1,0.0,0.0,1.0
41,109508.68,1,0,0.0,1.0,0.0
30,113672.18,2,0,0.0,1.0,1.0
39,151914.93,1,0,0.0,1.0,1.0
32,108262.87,1,1,1.0,0.0,0.0
40,0.0,2,1,0.0,1.0,1.0
32,84378.9,1,1,0.0,0.0,0.0
