Age,Balance,NumOfProducts,IsActiveMember,BalanceRatio,AgePerProduct,BalancePerProduct,Age_IsActive,Geography_Germany,Geography_Spain,Gender_Male
37,0.0,2,1,0.0,18.5,0.0,37,0.0,0.0,0.0
47,0.0,1,1,0.0,47.0,0.0,47,0.0,1.0,1.0
31,0.0,2,0,0.0,15.5,0.0,0,0.0,0.0,1.0
48,0.0,1,1,0.0,48.0,0.0,48,0.0,1.0,1.0
51,115280.49,2,0,9.128517707016053,25.5,57640.245,0,1.0,0.0,0.0
47,62094.71,3,0,6.671040276748208,15.666666666666666,20698.236666666668,0,0.0,0.0,0.0
43,0.0,2,0,0.0,21.5,0.0,0,0.0,0.0,0.0
42,0.0,2,0,0.0,21.0,0.0,0,0.0,1.0,0.0
40,103549.24,1,0,10.661418457825569,40.0,103549.24,0,0.0,0.0,0.0
41,0.0,2,1,0.0,20.5,0.0,41,0.0,0.0,1.0
57,76165.65,1,1,0.5703688693358339,57.0,76165.65,57,0.0,0.0,1.0
39,94631.26,2,1,0.6353286356923855,19.5,47315.63,39,0.0,0.0,0.0
37,133968.96,2,0,0.9009972113055617,18.5,66984.48,0,0.0,0.0,0.0
41,0.0,2,0,0.0,20.5,0.0,0,0.0,1.0,1.0
35,0.0,2,1,0.0,17.5,0.0,35,0.0,0.0,1.0
41,0.0,2,1,0.0,20.5,0.0,41,0.0,0.0,1.0
60,0.0,2,1,0.0,30.0,0.0,60,0.0,1.0,0.0
38,0.0,2,1,0.0,19.0,0.0,38,0.0,0.0,1.0
42,98795.61,2,0,1.108518705233013,21.0,49397.805,0,0.0,1.0,1.0
60,121730.49,1,1,0.8514807542551658,60.0,121730.49,60,0.0,0.0,0.0
28,95328.6,1,0,15.552147689657255,28.0,95328.6,0,0.0,1.0,0.0
34,120777.88,1,1,0.9168626743648653,34.0,120777.88,34,0.0,0.0,0.0
33,167733.51,2,1,2.5717131577946746,16.5,83866.755,33,0.0,0.0,0.0
54,0.0,2,1,0.0,27.0,0.0,54,0.0,0.0,1.0
44,113063.83,1,0,2.1303660333253633,44.0,113063.83,0,1.0,0.0,0.0
43,146547.78,1,1,14.549223384346567,43.0,146547.78,43,1.0,0.0,0.0
31,123974.96,1,0,1.213611443534868,31.0,123974.96,0,0.0,0.0,0.0
36,190479.48,2,0,1.0620433383779786,18.0,95239.74,0,1.0,0.0,1.0
35,0.0,2,1,0.0,17.5,0.0,35,0.0,0.0,0.0
69,27288.43,1,1,0.24693199432811,69.0,27288.43,69,1.0,0.0,1.0
30,107499.7,1,1,0.5729277199832736,30.0,107499.7,30,0.0,0.0,0.0
33,132527.9,2,1,1.2336242925723246,16.5,66263.95,33,1.0,0.0,1.0
29,0.0,2,1,0.0,14.5,0.0,29,0.0,0.0,1.0
18,160980.03,1,0,1.1030843735361762,18.0,160980.03,0,0.0,0.0,1.0
74,105102.5,1,1,2.27630230741392,74.0,105102.5,74,1.0,0.0,1.0
38,147904.31,1,1,2.1321061466728075,38.0,147904.31,38,0.0,1.0,1.0
36,0.0,3,1,0.0,12.0,0.0,36,0.0,1.0,1.0
50,125845.66,1,0,13.332082535693818,50.0,125845.66,0,1.0,0.0,1.0
25,0.0,1,1,0.0,25.0,0.0,25,0.0,0.0,1.0
37,120328.88,2,1,0.8689874883557988,18.5,60164.44,37,0.0,0.0,0.0
56,137464.04,1,0,1.0505725054470194,56.0,137464.04,0,1.0,0.0,0.0
41,107511.52,1,1,2.3292636610758053,41.0,107511.52,41,0.0,1.0,1.0
39,0.0,1,0,0.0,39.0,0.0,0,0.0,0.0,1.0
31,113836.27,1,1,0.651179351675486,31.0,113836.27,31,0.0,1.0,1.0
20,180293.84,2,1,6.100756952833413,10.0,90146.92,20,1.0,0.0,1.0
58,0.0,1,1,0.0,58.0,0.0,58,0.0,0.0,0.0
48,99906.19,1,0,1.5531896403228445,48.0,99906.19,0,0.0,1.0,0.0
44,152086.15,1,1,3.400891110142108,44.0,152086.15,44,1.0,0.0,0.0
28,121164.11,1,1,2.0214633890796296,28.0,121164.11,28,0.0,0.0,0.0
37,124969.13,1,0,2.076104365796952,37.0,124969.13,0,0.0,0.0,1.0
33,181656.51,1,1,1.6871926835024476,33.0,181656.51,33,1.0,0.0,1.0
26,0.0,2,0,0.0,13.0,0.0,0,0.0,0.0,0.0
36,0.0,2,1,0.0,18.0,0.0,36,0.0,0.0,1.0
39,0.0,2,0,0.0,19.5,0.0,0,0.0,0.0,1.0
40,128486.91,2,0,12.709559452671606,20.0,64243.455,0,1.0,0.0,0.0
36,0.0,2,0,0.0,18.0,0.0,0,0.0,0.0,1.0
52,76101.81,2,1,0.429375527361883,26.0,38050.905,52,1.0,0.0,1.0
33,147229.65,1,1,2.609984157112095,33.0,147229.65,33,0.0,0.0,0.0
29,60280.62,1,0,0.3907439492515172,29.0,60280.62,0,0.0,1.0,1.0
30,144684.03,1,1,4.549026913278179,30.0,144684.03,30,0.0,0.0,1.0
31,102523.88,1,1,0.6146784232955985,31.0,102523.88,31,0.0,0.0,0.0
32,144272.07,2,0,0.8170322531978734,16.0,72136.035,0,1.0,0.0,1.0
28,61274.7,2,0,0.4503689515484425,14.0,30637.35,0,0.0,1.0,0.0
41,122403.24,1,1,3.2693260398665593,41.0,122403.24,41,1.0,0.0,1.0
33,124067.32,1,1,1.5925080804812208,33.0,124067.32,33,1.0,0.0,1.0
45,126674.81,1,0,1.0205939942495372,45.0,126674.81,0,1.0,0.0,0.0
31,118613.34,1,0,0.7040635509125828,31.0,118613.34,0,1.0,0.0,0.0
40,0.0,2,0,0.0,20.0,0.0,0,0.0,0.0,0.0
28,0.0,2,1,0.0,14.0,0.0,28,0.0,0.0,0.0
39,104614.29,1,0,1.6999830837413303,39.0,104614.29,0,0.0,0.0,0.0
22,0.0,2,0,0.0,11.0,0.0,0,0.0,1.0,1.0
31,76798.92,1,0,0.3917877880171754,31.0,76798.92,0,1.0,0.0,0.0
18,0.0,1,1,0.0,18.0,0.0,18,0.0,1.0,1.0
26,96659.64,2,1,0.6965170917182973,13.0,48329.82,26,0.0,1.0,1.0
40,139625.34,1,0,1.4900846248613704,40.0,139625.34,0,0.0,0.0,0.0
33,0.0,2,1,0.0,16.5,0.0,33,0.0,1.0,1.0
39,0.0,2,0,0.0,19.5,0.0,0,0.0,1.0,1.0
35,109342.82,2,1,1.2707887554715203,17.5,54671.41,35,1.0,0.0,1.0
39,127415.85,1,1,0.6888192166385911,39.0,127415.85,39,1.0,0.0,1.0
35,136281.41,2,1,5.4953355858008255,17.5,68140.705,35,1.0,0.0,1.0
47,107604.66,1,1,1.3425532135227183,47.0,107604.66,47,0.0,1.0,1.0
37,0.0,2,1,0.0,18.5,0.0,37,0.0,0.0,1.0
41,152532.3,1,0,14.149970917531022,41.0,152532.3,0,1.0,0.0,1.0
34,125227.82,2,1,0.9764578563729702,17.0,62613.91,34,1.0,0.0,0.0
38,123544.21,1,1,0.7835916526801741,38.0,123544.21,38,0.0,0.0,0.0
37,125190.86,1,1,1.4800652458500467,37.0,125190.86,37,0.0,0.0,1.0
32,0.0,1,1,0.0,32.0,0.0,32,0.0,0.0,1.0
33,164284.72,2,1,44.277537907577205,16.5,82142.36,33,1.0,0.0,1.0
27,152309.37,1,0,1.4629377017058551,27.0,152309.37,0,0.0,0.0,0.0
52,93590.47,1,1,4.408674384830732,52.0,93590.47,52,0.0,0.0,1.0
39,133214.13,1,1,6.413813175617769,39.0,133214.13,39,0.0,1.0,1.0
47,0.0,1,0,0.0,47.0,0.0,0,0.0,0.0,1.0
28,116755.5,2,1,0.7362321457926992,14.0,58377.75,28,0.0,0.0,0.0
23,124577.33,1,1,17.142293164539545,23.0,124577.33,23,0.0,1.0,1.0
40,118129.87,1,1,0.7370327054333526,40.0,118129.87,40,0.0,0.0,1.0
